Farmer_ID,Farmer_Name,State,District,Crop_Name,Season,Area_Cultivated_Acres,Expected_Yield_Tonnes,Actual_Yield_Tonnes,Market_Price_per_Tonne,Local_Market_Demand_Tonnes,State_Market_Demand_Tonnes,National_Demand_Tonnes,Soil_Type,Water_Usage_Liters_per_Acre,Fertilizer_Usage_kg_per_Acre,Sustainability_Score,Weather_Condition,Predicted_Demand_for_Next_Season_Tonnes,Overproduction_Risk,Date_Recorded
F07530,Amit Kaur,Uttar Pradesh,Mau,Mango,Summer,7.45,129.18,147.89,40379,573.44,23231.89,13236.48,Black,6191.15,117.67,85,Normal,583.41,Medium,2025-08-04
F07531,Naveen Das,Uttar Pradesh,Mau,Mango,Kharif,4.41,67.11,72.47,59527,410.86,23994.96,8805.99,Red,6378.0,101.55,72,Dry,452.08,High,2024-03-22
F07532,Sunita Gupta,Uttar Pradesh,Mau,Mango,Summer,8.99,150.97,144.97,54594,492.11,22569.24,9836.91,Clay,5921.54,116.97,80,Heavy Rainfall,588.06,High,2024-01-18
F07533,Pooja Verma,Uttar Pradesh,Mau,Mango,Summer,4.97,48.24,48.13,73587,1155.19,21722.2,24763.85,Laterite,6227.23,50.08,88,Heavy Rainfall,1264.63,Low,2024-02-04
F07534,Sunita Nair,Uttar Pradesh,Mau,Mango,Kharif,1.49,27.66,29.38,40647,991.83,21586.89,12555.13,Sandy,1695.87,77.39,92,Normal,918.14,High,2024-06-16
F07535,Naveen Patil,Uttar Pradesh,Mau,Mango,Rabi,8.57,162.04,180.79,46576,1128.72,20629.86,11298.48,Black,1926.81,55.44,61,Drought,1049.84,Low,2025-09-25
F07536,Sunita Verma,Uttar Pradesh,Mau,Mango,Summer,12.07,130.42,141.64,53440,574.06,24162.55,8202.17,Clay,1169.02,83.73,86,Flood,578.27,Low,2024-02-27
F07537,Rahul Gowda,Uttar Pradesh,Mau,Wheat,Rabi,8.35,40.39,40.95,19843,631.2,23137.0,11994.6,Laterite,1856.8,62.42,69,Normal,717.02,Medium,2025-07-05
F07538,Mahesh Chaudhary,Uttar Pradesh,Mau,Maize,Kharif,1.59,6.35,6.96,18321,294.8,24394.27,5995.83,Alluvial,6296.1,52.54,58,Normal,322.3,Medium,2024-05-23
F07539,Rahul Reddy,Uttar Pradesh,Meerut,Mango,Summer,13.68,109.99,93.81,61409,1368.67,24341.32,28532.34,Red,1888.16,112.05,81,Drought,1477.48,Low,2024-10-18
F07540,Praveen Bhatt,Uttar Pradesh,Meerut,Mango,Rabi,6.72,103.59,119.07,61240,1077.34,23163.18,21952.53,Clay,7449.9,32.88,97,Flood,1113.55,Low,2024-03-15
F07541,Sunita Kumar,Uttar Pradesh,Meerut,Mango,Summer,10.49,134.18,152.43,60828,197.11,23936.58,4052.22,Black,5629.32,68.44,83,Drought,220.68,Low,2024-01-12
F07542,Ramesh Patil,Uttar Pradesh,Meerut,Mango,Kharif,1.01,8.59,7.42,48989,1118.74,23453.52,22332.34,Black,3658.65,55.85,78,Dry,1044.75,High,2025-05-14
F07543,Rajesh Gowda,Uttar Pradesh,Meerut,Mango,Kharif,6.68,62.39,63.27,42751,314.25,21401.15,7386.61,Red,6032.89,79.33,80,Heavy Rainfall,306.37,Medium,2025-05-11
F07544,Naveen Das,Uttar Pradesh,Meerut,Rice,Kharif,6.35,23.81,21.92,20349,1461.12,23939.03,34036.54,Black,2137.85,55.25,47,Flood,1698.42,Medium,2025-02-07
F07545,Kiran Sharma,Uttar Pradesh,Meerut,Mango,Rabi,5.88,114.66,118.86,40382,463.12,22515.67,6279.25,Alluvial,7833.58,70.36,64,Heavy Rainfall,519.45,Low,2024-12-26
F07546,Kiran Kumar,Uttar Pradesh,Meerut,Mango,Rabi,1.76,33.05,29.46,42034,975.05,23059.94,10281.52,Red,7298.64,100.1,71,Heavy Rainfall,1153.84,Low,2024-03-21
F07547,Aarti Nair,Uttar Pradesh,Meerut,Cotton,Summer,8.5,10.68,10.43,64605,926.15,24431.08,22985.53,Alluvial,2693.92,116.35,95,Drought,973.86,Medium,2025-07-06
F07548,Pooja Chaudhary,Uttar Pradesh,Mirzapur,Mango,Kharif,12.07,222.65,251.52,46475,237.39,21812.18,4146.22,Sandy,6406.91,80.25,66,Normal,263.03,Medium,2025-05-31
F07549,Rahul Singh,Uttar Pradesh,Mirzapur,Mango,Rabi,1.34,21.76,21.13,64302,1394.02,22350.15,34046.55,Clay,1038.1,88.06,64,Dry,1541.73,Low,2024-12-26
F07550,Sunita Das,Uttar Pradesh,Mirzapur,Mango,Rabi,12.49,158.7,164.01,77176,674.33,21106.81,7218.85,Alluvial,3983.9,108.35,88,Dry,709.75,Medium,2024-08-25
F07551,Suresh Naik,Uttar Pradesh,Mirzapur,Mango,Rabi,6.56,91.57,95.18,42179,1415.06,21849.76,18485.1,Clay,5394.64,73.64,92,Normal,1365.81,Medium,2024-03-19
F07552,Praveen Yadav,Uttar Pradesh,Mirzapur,Mango,Summer,13.45,165.31,166.81,43780,1239.33,24103.53,17413.11,Black,6677.21,100.86,100,Drought,1339.02,High,2025-03-11
F07553,Aarti Khan,Uttar Pradesh,Mirzapur,Mango,Kharif,12.9,230.17,220.63,66463,241.6,22516.71,5975.55,Black,5044.44,100.1,99,Normal,271.1,Low,2024-03-30
F07554,Rahul Verma,Uttar Pradesh,Mirzapur,Cotton,Rabi,14.06,21.45,23.14,58398,100.37,21544.56,1475.05,Clay,7576.22,42.4,65,Flood,90.58,Medium,2024-02-19
F07555,Arun Das,Uttar Pradesh,Mirzapur,Potato,Summer,12.79,147.51,152.77,9041,990.41,23323.03,10798.51,Sandy,3739.86,99.77,93,Flood,945.81,Medium,2024-06-28
F07556,Arun Nair,Uttar Pradesh,Mirzapur,Mango,Kharif,5.12,47.12,43.0,68107,967.23,20890.23,10809.74,Sandy,2481.76,101.7,85,Drought,982.27,High,2025-02-20
F07557,Kiran Kumar,Uttar Pradesh,Mirzapur,Mango,Summer,12.83,206.8,212.8,74844,789.7,20932.01,14887.71,Laterite,4109.33,92.42,64,Drought,739.35,Medium,2024-08-30
F07558,Divya Patil,Uttar Pradesh,Mirzapur,Mango,Rabi,5.03,63.52,56.64,49939,1167.69,23514.7,13347.02,Sandy,4198.68,72.61,60,Normal,1250.47,Medium,2024-11-26
F07559,Swati Nair,Uttar Pradesh,Moradabad,Mango,Rabi,9.44,129.22,122.38,44314,722.48,22214.71,16815.12,Alluvial,1686.22,61.08,91,Dry,737.92,Medium,2025-02-28
F07560,Rajesh Reddy,Uttar Pradesh,Moradabad,Mango,Kharif,12.45,243.3,233.63,62254,162.87,23961.57,1785.3,Sandy,6824.43,117.94,71,Flood,179.54,Medium,2025-02-26
F07561,Naveen Das,Uttar Pradesh,Moradabad,Mango,Rabi,5.93,104.22,89.71,73768,583.16,22933.3,6293.99,Red,1780.67,31.9,81,Dry,684.57,Low,2024-10-29
F07562,Aarti Sharma,Uttar Pradesh,Moradabad,Maize,Summer,14.98,51.39,49.86,15210,972.76,20807.12,20920.17,Sandy,3728.31,60.99,88,Heavy Rainfall,1049.93,High,2025-07-28
F07563,Arun Kumar,Uttar Pradesh,Moradabad,Sugarcane,Kharif,3.79,238.22,205.93,3334,1409.68,20668.32,17708.82,Laterite,5093.08,31.52,76,Normal,1505.16,High,2024-01-31
F07564,Kiran Sharma,Uttar Pradesh,Moradabad,Mango,Kharif,8.57,74.4,81.44,64177,688.24,20115.7,15857.38,Clay,4895.64,92.14,90,Dry,624.3,Low,2024-04-20
F07565,Swati Nair,Uttar Pradesh,Moradabad,Sugarcane,Summer,3.65,311.88,354.47,4502,268.48,23154.66,4807.99,Clay,2854.27,49.49,64,Normal,286.53,Medium,2024-04-21
F07566,Divya Verma,Uttar Pradesh,Moradabad,Mango,Summer,1.7,24.73,24.29,79491,1147.52,21484.22,19482.95,Sandy,3653.68,114.6,91,Dry,1207.02,Low,2024-11-16
F07567,Arun Joshi,Uttar Pradesh,Muzaffarnagar,Mango,Kharif,4.78,65.57,60.11,52207,129.26,23186.75,1422.02,Clay,2867.43,68.86,90,Normal,139.5,Low,2024-06-08
F07568,Naveen Naik,Uttar Pradesh,Muzaffarnagar,Mango,Kharif,14.36,139.13,123.71,62086,1235.91,23746.91,29611.33,Sandy,1024.81,54.23,85,Dry,1409.87,High,2025-04-02
F07569,Mahesh Gowda,Uttar Pradesh,Muzaffarnagar,Mango,Kharif,4.86,60.45,59.78,48467,521.83,21706.56,9088.14,Clay,6583.82,97.64,70,Heavy Rainfall,488.82,Low,2024-03-25
F07570,Divya Verma,Uttar Pradesh,Muzaffarnagar,Mango,Rabi,5.12,52.44,51.94,44638,679.52,21928.55,10523.71,Red,2052.9,45.15,91,Flood,650.15,High,2024-08-02
F07571,Swati Joshi,Uttar Pradesh,Muzaffarnagar,Maize,Summer,3.96,11.97,12.56,19689,1402.49,24002.24,25370.63,Clay,7215.87,98.38,92,Flood,1655.74,Medium,2024-02-13
F07572,Deepak Kaur,Uttar Pradesh,Muzaffarnagar,Maize,Rabi,1.74,6.92,6.18,17005,646.67,22115.06,15913.99,Laterite,1677.84,35.82,46,Normal,646.33,Medium,2025-09-04
F07573,Arun Yadav,Uttar Pradesh,Muzaffarnagar,Mango,Rabi,2.56,35.24,34.41,55535,994.8,22175.41,24479.01,Black,1245.74,55.97,77,Normal,1105.07,Low,2025-04-16
F07574,Naveen Naik,Uttar Pradesh,Muzaffarnagar,Rice,Rabi,11.08,39.6,42.45,22261,487.7,21612.23,8017.31,Laterite,2795.52,36.7,73,Normal,540.92,Medium,2025-05-29
F07575,Shalini Chaudhary,Uttar Pradesh,Muzaffarnagar,Mango,Kharif,2.99,51.07,56.08,60164,201.58,22048.32,4024.81,Laterite,7032.41,112.73,69,Drought,210.0,High,2025-02-25
F07576,Divya Singh,Uttar Pradesh,Muzaffarnagar,Mango,Summer,8.64,169.31,145.03,72532,571.45,23716.79,13462.21,Sandy,5251.86,54.92,87,Flood,597.8,High,2025-01-23
F07577,Shalini Sharma,Uttar Pradesh,Muzaffarnagar,Mango,Summer,11.64,128.72,115.3,71491,1248.12,22811.56,30588.26,Clay,7317.33,92.89,94,Normal,1154.56,High,2025-05-11
F07578,Aarti Joshi,Uttar Pradesh,Pilibhit,Mango,Kharif,12.61,227.8,200.91,76577,933.83,21283.44,9776.12,Laterite,1243.74,41.63,98,Dry,945.33,Low,2025-06-23
F07579,Arun Singh,Uttar Pradesh,Pilibhit,Sugarcane,Summer,9.38,791.43,816.26,3462,450.4,22761.53,8181.8,Sandy,3483.37,112.29,63,Dry,443.89,Medium,2025-03-20
F07580,Suresh Gowda,Uttar Pradesh,Pilibhit,Mango,Rabi,3.76,60.02,68.7,74229,879.56,21154.65,20029.35,Red,6754.02,103.35,78,Drought,806.14,Medium,2025-02-10
F07581,Vikram Chaudhary,Uttar Pradesh,Pilibhit,Mango,Rabi,7.3,89.31,77.23,50759,120.89,22710.43,1735.69,Black,7404.92,45.84,86,Drought,138.82,Medium,2024-12-01
F07582,Aarti Verma,Uttar Pradesh,Pilibhit,Sugarcane,Summer,8.98,805.01,842.08,4056,301.84,21626.17,6445.83,Red,3953.88,82.69,50,Heavy Rainfall,348.08,Low,2025-01-25
F07583,Mahesh Reddy,Uttar Pradesh,Pilibhit,Maize,Summer,11.16,38.65,38.68,15781,228.86,21699.89,3386.21,Laterite,6372.55,97.66,62,Normal,219.42,High,2025-09-20
F07584,Rahul Sharma,Uttar Pradesh,Pilibhit,Mango,Kharif,5.19,44.85,49.53,67578,545.52,21141.0,7751.92,Sandy,2774.72,51.3,83,Heavy Rainfall,526.65,Low,2024-11-29
F07585,Divya Singh,Uttar Pradesh,Pilibhit,Groundnut,Rabi,5.19,9.61,10.86,47830,1028.47,21551.59,14140.56,Red,4671.81,36.62,60,Normal,1097.7,Medium,2024-07-12
F07586,Pooja Verma,Uttar Pradesh,Pilibhit,Maize,Kharif,12.23,39.02,42.0,16607,353.94,22964.64,5702.56,Alluvial,4670.62,51.07,94,Heavy Rainfall,324.88,Low,2024-01-11
F07587,Suresh Kaur,Uttar Pradesh,Pilibhit,Wheat,Summer,14.05,40.59,45.62,16148,1077.62,21275.93,22993.14,Laterite,7586.27,118.0,74,Normal,1080.14,Medium,2025-01-20
F07588,Mahesh Reddy,Uttar Pradesh,Pratapgarh,Mango,Rabi,5.5,87.71,97.25,73018,1054.77,20530.74,13769.75,Clay,2953.88,78.86,97,Flood,1058.24,Low,2024-03-24
F07589,Rajesh Gowda,Uttar Pradesh,Pratapgarh,Cotton,Rabi,4.69,8.12,8.9,63623,569.34,20818.28,6396.34,Laterite,3520.44,96.48,80,Dry,591.96,Medium,2024-10-29
F07590,Amit Patil,Uttar Pradesh,Pratapgarh,Mango,Summer,5.17,78.44,89.56,74344,662.78,21283.22,7086.92,Laterite,5608.02,45.34,60,Heavy Rainfall,673.72,High,2025-05-09
F07591,Swati Kaur,Uttar Pradesh,Pratapgarh,Mango,Rabi,2.84,34.51,38.48,73178,178.49,21649.14,2143.62,Laterite,6836.39,111.12,93,Flood,190.93,High,2025-01-19
F07592,Naveen Nair,Uttar Pradesh,Pratapgarh,Potato,Kharif,2.04,45.35,41.0,9721,492.67,20168.2,6113.05,Clay,2902.73,77.6,81,Drought,474.75,Medium,2025-03-11
F07593,Rahul Reddy,Uttar Pradesh,Pratapgarh,Mango,Kharif,7.11,106.55,103.87,56380,927.33,20847.84,9600.58,Laterite,1708.0,109.67,84,Normal,943.54,Low,2025-09-07
F07594,Suresh Joshi,Uttar Pradesh,Pratapgarh,Mango,Rabi,4.48,53.4,53.53,41966,990.0,20282.2,19832.53,Laterite,3421.13,69.89,87,Heavy Rainfall,896.27,Medium,2024-09-08
F07595,Ramesh Chaudhary,Uttar Pradesh,Pratapgarh,Mango,Summer,12.38,238.69,227.13,56926,1267.07,22774.0,22297.49,Clay,1653.1,61.01,66,Heavy Rainfall,1436.37,High,2024-04-02
F07596,Arun Patil,Uttar Pradesh,Pratapgarh,Mango,Summer,12.52,206.98,235.36,70405,403.38,23553.42,9603.16,Laterite,6518.33,101.7,61,Normal,398.7,High,2025-07-09
F07597,Arun Gupta,Uttar Pradesh,Pratapgarh,Potato,Kharif,6.47,64.86,61.35,9762,1006.02,23948.56,14534.23,Black,5331.64,65.16,84,Dry,1128.74,Medium,2024-09-30
F07598,Pooja Chaudhary,Uttar Pradesh,Pratapgarh,Mango,Kharif,14.36,184.15,202.72,61327,405.99,21019.03,6796.54,Sandy,6881.41,38.52,95,Dry,473.34,Medium,2024-09-15
F07599,Naveen Singh,Uttar Pradesh,Pratapgarh,Mango,Kharif,7.07,95.95,99.4,43115,200.29,23329.29,4430.37,Laterite,1919.29,89.91,98,Dry,217.02,Medium,2025-09-22
F07600,Ramesh Yadav,Uttar Pradesh,Pratapgarh,Rice,Rabi,8.97,29.36,28.88,23099,423.41,22749.49,4700.31,Sandy,2315.96,84.24,76,Dry,484.82,Low,2025-07-08
F07601,Shalini Singh,Uttar Pradesh,Pratapgarh,Banana,Summer,12.3,252.31,219.35,11314,543.81,21791.75,13144.09,Clay,4149.04,87.65,91,Normal,587.83,Low,2024-09-18
F07602,Amit Bhatt,Uttar Pradesh,Prayagraj,Mango,Summer,14.69,165.37,152.34,51462,1483.41,21790.87,29886.52,Sandy,5641.18,76.01,62,Flood,1581.28,Medium,2025-09-27
F07603,Ramesh Reddy,Uttar Pradesh,Prayagraj,Mango,Rabi,13.8,192.08,176.46,77897,1140.01,23180.23,26952.6,Clay,2749.89,58.72,93,Drought,1269.53,Low,2025-07-19
F07604,Sunita Bhatt,Uttar Pradesh,Prayagraj,Mango,Rabi,2.93,48.18,44.61,54733,486.03,23145.62,7278.7,Sandy,6438.95,58.35,95,Dry,508.91,Low,2025-05-19
F07605,Suresh Bhatt,Uttar Pradesh,Prayagraj,Mango,Kharif,9.86,181.91,205.27,44748,1238.41,24382.79,13768.77,Clay,7226.72,117.78,76,Flood,1455.44,Low,2025-08-03
F07606,Aarti Naik,Uttar Pradesh,Prayagraj,Mango,Kharif,5.45,91.59,91.2,56957,710.74,23712.92,14372.25,Red,3834.15,88.14,61,Flood,691.52,Medium,2025-09-11
F07607,Naveen Yadav,Uttar Pradesh,Prayagraj,Mango,Summer,14.76,292.48,296.29,59145,991.3,23427.03,24000.61,Black,1012.68,41.42,81,Drought,897.4,High,2024-04-04
F07608,Deepak Naik,Uttar Pradesh,Prayagraj,Sugarcane,Summer,1.82,163.26,158.56,4810,1147.64,20107.3,17995.0,Laterite,1023.13,70.13,93,Heavy Rainfall,1085.29,Medium,2024-03-01
F07609,Kiran Reddy,Uttar Pradesh,Prayagraj,Mango,Kharif,1.34,24.8,26.41,54059,359.52,22625.28,4278.44,Alluvial,2318.77,108.77,85,Normal,364.25,High,2024-05-05
F07610,Rahul Reddy,Uttar Pradesh,Prayagraj,Mango,Kharif,2.9,33.41,29.56,43961,112.14,22722.98,2538.92,Alluvial,6647.95,59.62,95,Normal,115.81,High,2024-01-31
F07611,Aarti Bhatt,Uttar Pradesh,Prayagraj,Sugarcane,Summer,2.58,239.25,250.31,3088,639.81,23752.52,15035.0,Laterite,2810.0,69.55,87,Flood,733.3,Medium,2024-09-14
F07612,Divya Naik,Uttar Pradesh,Prayagraj,Sugarcane,Summer,6.2,387.86,388.71,4228,172.65,22148.74,4263.38,Black,2380.04,66.45,85,Dry,198.8,Medium,2024-03-29
F07613,Naveen Nair,Uttar Pradesh,Raebareli,Maize,Rabi,8.8,23.07,21.2,17476,549.46,24191.01,11951.63,Clay,3847.41,45.55,51,Drought,517.35,Low,2025-01-10
F07614,Mahesh Joshi,Uttar Pradesh,Raebareli,Sugarcane,Kharif,3.62,329.55,332.22,4379,823.51,22060.88,13204.66,Clay,5572.84,98.18,72,Normal,796.02,Low,2025-01-08
F07615,Shalini Naik,Uttar Pradesh,Raebareli,Mango,Rabi,11.54,162.12,138.72,69142,957.49,22874.45,14020.33,Black,2246.61,112.81,65,Drought,1124.74,Low,2024-02-17
F07616,Naveen Singh,Uttar Pradesh,Raebareli,Mango,Kharif,5.35,52.92,49.54,65945,1177.58,23412.1,19451.14,Clay,2687.12,57.71,89,Dry,1207.57,Low,2024-10-23
F07617,Naveen Sharma,Uttar Pradesh,Raebareli,Rice,Summer,14.81,75.18,78.68,22220,914.72,22506.58,17573.47,Black,3349.28,88.01,47,Drought,908.35,Low,2025-07-04
F07618,Rahul Das,Uttar Pradesh,Raebareli,Mango,Summer,7.37,132.91,123.19,53367,962.78,20376.04,17821.22,Laterite,6875.35,101.75,62,Drought,1148.07,Medium,2025-05-25
F07619,Aarti Yadav,Uttar Pradesh,Raebareli,Mango,Summer,2.51,21.83,19.24,77760,880.5,23393.06,13557.33,Clay,1347.65,71.71,69,Normal,1045.85,Low,2025-07-11
F07620,Naveen Bhatt,Uttar Pradesh,Raebareli,Mango,Summer,8.04,131.06,131.43,70246,1066.11,22329.16,18045.65,Sandy,6785.84,32.31,72,Heavy Rainfall,1079.96,Medium,2024-09-01
F07621,Ramesh Sharma,Uttar Pradesh,Raebareli,Mango,Summer,11.27,117.82,132.43,53578,316.26,23678.83,6094.17,Red,6527.25,110.96,62,Drought,327.3,High,2025-02-08
F07622,Arun Joshi,Uttar Pradesh,Raebareli,Banana,Kharif,11.27,306.34,328.97,11145,311.48,20493.58,5104.13,Sandy,4042.16,91.24,58,Flood,353.68,Medium,2025-02-22
F07623,Arun Das,Uttar Pradesh,Rampur,Mango,Kharif,8.01,110.1,98.59,61113,560.41,24347.12,5953.66,Alluvial,7139.09,48.04,92,Normal,638.77,Low,2024-11-04
F07624,Kiran Kumar,Uttar Pradesh,Rampur,Mango,Summer,5.37,78.53,84.69,42275,938.79,23664.24,10275.86,Red,2936.46,86.88,61,Flood,938.78,Medium,2024-10-20
F07625,Pooja Yadav,Uttar Pradesh,Rampur,Mango,Kharif,14.9,185.5,164.0,40557,972.08,21146.96,18646.03,Red,5870.76,84.94,89,Normal,994.89,Low,2025-03-26
F07626,Divya Das,Uttar Pradesh,Rampur,Wheat,Summer,8.15,27.71,28.39,20844,1361.06,24050.84,27491.42,Sandy,1732.55,34.71,64,Heavy Rainfall,1438.75,Low,2025-09-10
F07627,Mahesh Gowda,Uttar Pradesh,Rampur,Mango,Kharif,11.64,152.08,133.77,58795,374.08,21516.13,5695.13,Sandy,3271.57,50.71,92,Heavy Rainfall,390.14,Medium,2025-04-02
F07628,Deepak Patil,Uttar Pradesh,Rampur,Banana,Rabi,2.0,69.77,60.95,12751,1241.8,24143.92,19035.93,Sandy,4792.34,118.78,51,Drought,1159.37,Medium,2025-04-14
F07629,Divya Sharma,Uttar Pradesh,Rampur,Groundnut,Rabi,4.15,8.18,8.76,46297,846.45,23675.31,20883.24,Black,6925.65,110.2,74,Normal,801.33,Medium,2024-05-17
F07630,Aarti Sharma,Uttar Pradesh,Rampur,Mango,Rabi,8.09,110.62,119.93,63621,480.92,23087.06,11084.05,Alluvial,3079.01,117.99,97,Heavy Rainfall,457.91,High,2024-08-29
F07631,Mahesh Kaur,Uttar Pradesh,Rampur,Sugarcane,Kharif,11.06,751.62,859.56,4184,1072.26,21713.24,18684.98,Alluvial,5621.49,54.68,86,Heavy Rainfall,972.06,Medium,2024-02-15
F07632,Mahesh Gowda,Uttar Pradesh,Rampur,Mango,Summer,1.09,16.04,16.18,69944,604.63,22654.6,6700.94,Laterite,4191.44,67.7,80,Dry,723.4,High,2024-04-08
F07633,Rahul Naik,Uttar Pradesh,Rampur,Cotton,Rabi,8.65,16.17,13.82,53410,385.14,24172.87,8940.89,Laterite,1780.28,33.21,45,Dry,410.33,High,2025-01-01
F07634,Praveen Joshi,Uttar Pradesh,Rampur,Tea,Kharif,9.7,35.31,34.35,92363,1038.43,22653.15,14450.32,Sandy,6779.18,70.41,88,Dry,1168.53,Low,2025-04-02
F07635,Pooja Nair,Uttar Pradesh,Rampur,Wheat,Summer,7.54,25.62,22.59,17146,182.01,20260.48,2757.36,Sandy,3904.05,119.68,60,Heavy Rainfall,206.12,High,2024-10-07
F07636,Rahul Nair,Uttar Pradesh,Rampur,Mango,Kharif,1.08,12.61,12.63,48940,1204.77,23056.36,16680.45,Laterite,7985.95,105.5,83,Dry,1157.26,Medium,2024-07-09
F07637,Kiran Gowda,Uttar Pradesh,Saharanpur,Mango,Summer,13.88,164.31,170.95,56612,1235.61,22957.67,14294.87,Clay,4121.7,56.56,88,Flood,1206.97,Medium,2024-01-24
F07638,Pooja Naik,Uttar Pradesh,Saharanpur,Mango,Rabi,1.29,22.61,19.25,63105,183.45,20301.45,4496.3,Clay,6292.26,43.58,73,Heavy Rainfall,218.97,High,2024-12-06
F07639,Shalini Singh,Uttar Pradesh,Saharanpur,Groundnut,Kharif,2.34,5.47,4.71,44045,772.87,23780.09,8816.16,Red,4632.28,118.35,63,Dry,856.03,Medium,2025-05-29
F07640,Sunita Gowda,Uttar Pradesh,Saharanpur,Wheat,Rabi,8.88,30.95,31.15,18966,926.33,21810.57,12431.9,Clay,2462.63,56.61,86,Flood,910.07,Medium,2025-03-19
F07641,Aarti Patil,Uttar Pradesh,Saharanpur,Wheat,Kharif,2.18,8.01,8.65,19542,1188.92,20318.5,27792.65,Black,1002.41,76.78,78,Flood,1162.19,Medium,2025-06-02
F07642,Arun Gupta,Uttar Pradesh,Saharanpur,Sugarcane,Rabi,2.2,191.72,188.72,4197,244.03,21134.96,5481.12,Alluvial,3215.76,118.1,71,Flood,263.8,Medium,2025-06-01
F07643,Swati Khan,Uttar Pradesh,Saharanpur,Rice,Rabi,11.87,45.41,43.34,24100,941.75,20314.49,14681.3,Laterite,4983.82,79.3,64,Normal,1014.08,High,2024-07-06
F07644,Amit Verma,Uttar Pradesh,Saharanpur,Wheat,Kharif,15.0,46.24,42.03,20883,206.02,21425.55,4510.76,Laterite,1324.69,94.65,57,Normal,205.62,High,2025-01-13
F07645,Swati Nair,Uttar Pradesh,Saharanpur,Mango,Summer,12.11,234.68,262.12,47518,428.54,20437.2,5874.84,Red,3130.53,80.39,64,Heavy Rainfall,433.1,Medium,2024-06-12
F07646,Rajesh Singh,Uttar Pradesh,Saharanpur,Mango,Kharif,4.41,74.97,79.36,54099,1349.75,23233.21,28691.98,Red,5428.36,64.71,98,Heavy Rainfall,1531.23,Low,2024-05-24
F07647,Amit Yadav,Uttar Pradesh,Saharanpur,Mango,Rabi,3.01,42.51,42.28,45722,117.1,20276.69,1504.84,Clay,2656.61,82.47,92,Heavy Rainfall,139.94,High,2025-04-10
F07648,Rajesh Kumar,Uttar Pradesh,Sambhal,Mango,Kharif,1.42,26.47,28.21,42496,752.87,21803.87,8553.05,Red,6650.15,101.64,72,Normal,700.56,Medium,2025-04-07
F07649,Rahul Singh,Uttar Pradesh,Sambhal,Mango,Kharif,10.54,115.61,102.4,43346,817.69,22746.53,19447.79,Laterite,2928.71,64.71,75,Flood,961.77,Low,2025-07-02
F07650,Deepak Chaudhary,Uttar Pradesh,Sambhal,Mango,Summer,8.68,111.82,117.05,67829,1261.33,23107.14,26181.64,Sandy,4450.15,52.5,84,Dry,1407.46,Medium,2025-06-04
F07651,Rahul Sharma,Uttar Pradesh,Sambhal,Mango,Summer,2.93,30.69,34.04,68323,510.55,20393.3,10636.21,Alluvial,6560.53,119.66,87,Drought,561.02,Medium,2025-08-24
F07652,Naveen Kumar,Uttar Pradesh,Sambhal,Mango,Summer,9.89,85.93,89.16,49178,1313.48,20954.86,15671.09,Sandy,4756.76,89.36,92,Drought,1397.22,High,2025-08-07
F07653,Rahul Reddy,Uttar Pradesh,Sambhal,Tea,Summer,10.95,43.29,42.24,92419,563.99,23121.19,12180.53,Black,7553.63,69.63,49,Dry,547.51,Low,2024-02-27
F07654,Swati Nair,Uttar Pradesh,Sambhal,Mango,Rabi,3.23,26.07,24.18,67797,1333.75,23020.93,27790.21,Laterite,2524.74,32.4,71,Flood,1389.89,Low,2025-04-11
F07655,Sunita Gowda,Uttar Pradesh,Sambhal,Rice,Kharif,7.47,41.46,38.92,23477,1004.36,22537.39,17536.0,Alluvial,2385.57,96.25,75,Dry,1082.02,Low,2024-12-13
F07656,Kiran Singh,Uttar Pradesh,Sant Kabir Nagar,Mango,Summer,7.8,62.97,71.44,69298,370.13,20686.72,6920.7,Sandy,4556.04,118.64,82,Heavy Rainfall,403.18,Medium,2024-02-14
F07657,Ramesh Naik,Uttar Pradesh,Sant Kabir Nagar,Mango,Rabi,5.39,64.35,72.11,67557,1219.96,22940.77,14043.97,Clay,3823.2,43.37,99,Dry,1271.64,Medium,2024-10-05
F07658,Kiran Singh,Uttar Pradesh,Sant Kabir Nagar,Banana,Kharif,12.64,274.6,264.08,10643,860.67,21512.28,14520.86,Black,5586.17,96.88,49,Heavy Rainfall,886.9,High,2024-03-14
F07659,Suresh Kumar,Uttar Pradesh,Sant Kabir Nagar,Mango,Summer,7.39,101.1,99.26,70745,1264.11,20457.33,23179.25,Laterite,6404.76,65.36,61,Drought,1208.35,Low,2025-06-15
F07660,Shalini Khan,Uttar Pradesh,Sant Kabir Nagar,Mango,Summer,6.09,49.12,52.56,65416,838.58,20581.88,18490.64,Laterite,3765.57,49.7,77,Drought,943.11,Medium,2024-07-20
F07661,Shalini Kumar,Uttar Pradesh,Sant Kabir Nagar,Rice,Kharif,8.86,52.32,55.96,24433,1023.56,20179.92,16698.97,Red,5213.32,49.97,50,Normal,1030.55,Medium,2024-01-30
F07662,Rajesh Naik,Uttar Pradesh,Sant Kabir Nagar,Mango,Summer,4.18,43.9,45.71,56113,1126.14,22902.15,26560.24,Clay,5857.79,68.12,82,Normal,1029.62,Medium,2024-05-18
